epoch,train_loss,train_pde,train_bc,train_current,train_Ip,val_loss,val_pde,val_bc,val_current,val_Ip,lr,epoch_seconds,elapsed_seconds
51,2.926535e-02,1.808151e+02,5.956776e-04,1.045413e-03,2984415.535,2.741235e-02,1.725152e+02,5.100730e-04,1.012019e-03,2910882.836,2.600000e-04,4.80,261.33
52,2.922396e-02,1.788604e+02,6.040147e-04,1.059554e-03,2982644.354,3.464016e-02,1.648671e+02,5.649969e-04,2.500697e-03,2864796.438,2.650000e-04,5.45,266.78
53,3.134664e-02,1.807452e+02,6.245595e-04,1.405304e-03,2981185.740,2.522239e-02,1.763527e+02,6.241576e-04,2.691096e-04,2981544.562,2.700000e-04,5.37,272.15
54,3.089845e-02,1.797166e+02,6.190934e-04,1.347170e-03,2980686.299,3.292329e-02,1.918744e+02,6.486483e-04,1.449873e-03,3087361.734,2.750000e-04,5.51,277.66
55,2.994970e-02,1.782990e+02,6.315636e-04,1.160832e-03,2983773.381,2.752940e-02,1.851398e+02,5.598570e-04,6.833705e-04,3027635.719,2.800000e-04,5.24,282.90
56,3.066706e-02,1.799055e+02,6.323305e-04,1.270642e-03,2982455.320,2.684457e-02,1.724883e+02,5.633195e-04,7.925092e-04,2973878.289,2.850000e-04,4.94,287.84
57,3.332917e-02,1.785141e+02,5.962846e-04,1.902982e-03,2979992.648,2.746125e-02,1.859197e+02,5.740024e-04,6.258515e-04,3055325.648,2.900000e-04,5.27,293.11
58,3.285156e-02,1.800523e+02,6.646047e-04,1.640056e-03,2981201.699,2.962780e-02,1.870347e+02,5.794966e-04,1.025872e-03,3078471.789,2.950000e-04,4.62,297.73
59,2.906642e-02,1.790336e+02,5.988746e-04,1.034863e-03,2983771.402,3.462221e-02,1.981179e+02,7.297951e-04,1.502493e-03,3103338.664,3.000000e-04,5.36,303.09
60,3.245566e-02,1.797999e+02,6.216121e-04,1.651909e-03,2982462.801,3.215474e-02,1.726398e+02,5.797316e-04,1.818690e-03,2877051.266,3.050000e-04,5.27,308.37
61,2.926878e-02,1.783726e+02,5.873313e-04,1.111640e-03,2982562.965,2.604273e-02,1.771586e+02,5.879092e-04,4.895558e-04,2950447.609,3.100000e-04,5.89,314.25
62,3.282967e-02,1.805361e+02,6.413324e-04,1.672547e-03,2980446.982,2.805266e-02,1.892492e+02,6.407817e-04,5.439841e-04,3053416.508,3.150000e-04,4.46,318.72
63,3.121162e-02,1.798572e+02,6.184811e-04,1.408217e-03,2983371.475,3.664537e-02,1.645266e+02,5.842594e-04,2.870023e-03,2845994.016,3.200000e-04,4.54,323.26
64,3.004201e-02,1.780489e+02,5.967365e-04,1.253951e-03,2982387.076,2.467000e-02,1.809125e+02,5.238701e-04,2.680103e-04,2996257.188,3.250000e-04,4.73,327.99
65,3.171621e-02,1.815997e+02,6.060599e-04,1.499129e-03,2981394.346,3.169505e-02,1.819722e+02,7.449761e-04,1.209613e-03,2922653.008,3.300000e-04,4.61,332.60
66,2.817995e-02,1.792683e+02,5.642187e-04,9.221885e-04,2983826.516,2.973696e-02,1.732956e+02,5.414683e-04,1.398544e-03,2910803.594,3.350000e-04,4.49,337.09
67,2.865098e-02,1.780669e+02,5.684164e-04,1.032025e-03,2983531.670,3.684933e-02,1.697595e+02,4.321075e-04,3.110460e-03,2845640.258,3.400000e-04,4.63,341.72
68,3.140759e-02,1.802397e+02,5.776568e-04,1.521411e-03,2982166.000,3.258090e-02,1.641541e+02,5.584918e-04,2.116116e-03,2873677.602,3.450000e-04,4.73,346.45
