epoch,train_loss,train_pde,train_bc,train_current,train_Ip,val_loss,val_pde,val_bc,val_current,val_Ip,lr,epoch_seconds,elapsed_seconds
65,7.133275e-02,3.492513e+02,2.237720e-03,2.806083e-03,2957396.270,6.445765e-02,2.063663e+02,2.330594e-03,4.103018e-03,2816688.492,3.300000e-04,8.78,558.97
66,6.676022e-02,3.500488e+02,2.078164e-03,2.194740e-03,2960254.068,6.381984e-02,3.726116e+02,1.835666e-03,1.640403e-03,2901867.812,3.350000e-04,8.58,567.54
67,6.828831e-02,3.648328e+02,2.095451e-03,2.170105e-03,2956846.121,4.249434e-02,2.307882e+02,1.373544e-03,1.136017e-03,2924374.203,3.400000e-04,8.26,575.81
68,5.731813e-02,2.654013e+02,2.007533e-03,2.140534e-03,2967789.219,4.487951e-02,2.452564e+02,1.565566e-03,9.396408e-04,2930192.758,3.450000e-04,8.68,584.49
69,5.953585e-02,2.447861e+02,2.264626e-03,2.482196e-03,2965653.602,5.836081e-02,2.266577e+02,2.528460e-03,2.082087e-03,3123133.133,3.500000e-04,8.40,592.89
70,5.092571e-02,2.381924e+02,1.866493e-03,1.688309e-03,2970535.109,3.429975e-02,1.838488e+02,1.400288e-03,3.823978e-04,2985987.023,3.550000e-04,8.73,601.62
71,5.324199e-02,2.048571e+02,2.274329e-03,2.002598e-03,2968879.096,4.910225e-02,2.180379e+02,1.929168e-03,1.601355e-03,2906021.953,3.600000e-04,8.38,610.00
72,5.888301e-02,2.217844e+02,2.510533e-03,2.319847e-03,2966896.908,6.263785e-02,3.102327e+02,1.415178e-03,3.492559e-03,3115967.070,3.650000e-04,8.84,618.85
73,6.170881e-02,2.029845e+02,2.897346e-03,2.487381e-03,2968906.227,4.990752e-02,1.848410e+02,1.989270e-03,2.306145e-03,2909144.141,3.700000e-04,8.47,627.34
74,5.765086e-02,2.409861e+02,2.206604e-03,2.297242e-03,2964582.812,7.043145e-02,1.847094e+02,1.474535e-03,7.443033e-03,2747848.906,3.750000e-04,8.54,635.88
75,4.988526e-02,1.870679e+02,2.089884e-03,2.055925e-03,2970919.717,3.380632e-02,1.813326e+02,1.368247e-03,3.981201e-04,3008444.352,3.800000e-04,8.59,644.47
76,5.386450e-02,2.121028e+02,2.295629e-03,1.939587e-03,2968956.846,4.682920e-02,1.630609e+02,1.304742e-03,3.495137e-03,2859338.039,3.850000e-04,8.50,652.97
77,5.575547e-02,1.824152e+02,2.510616e-03,2.481558e-03,2968719.145,2.669363e-02,1.338004e+02,9.503617e-04,7.619949e-04,2941266.078,3.900000e-04,8.20,661.18
78,5.136010e-02,1.778722e+02,2.204935e-03,2.304706e-03,2971292.477,4.338467e-02,1.075957e+02,2.167456e-03,2.190108e-03,2899135.719,3.950000e-04,8.22,669.41
79,4.804682e-02,1.745897e+02,2.102841e-03,1.911886e-03,2973304.342,8.427110e-02,1.580771e+02,3.578538e-03,6.535604e-03,2771076.984,4.000000e-04,8.49,677.90
80,4.434702e-02,1.374048e+02,2.050193e-03,2.020921e-03,2973671.670,2.606312e-02,1.096373e+02,9.648135e-04,1.090252e-03,2929226.867,4.050000e-04,8.49,686.39
81,5.003710e-02,1.769771e+02,2.085744e-03,2.296391e-03,2970550.061,3.745863e-02,1.760432e+02,1.149891e-03,1.671080e-03,2897536.117,4.100000e-04,8.30,694.70
82,5.100314e-02,1.496413e+02,2.278586e-03,2.650630e-03,2971307.908,5.842604e-02,1.864977e+02,3.244299e-03,1.466656e-03,3046686.031,4.150000e-04,7.99,702.69
83,4.919644e-02,1.601173e+02,2.410263e-03,1.816417e-03,2974144.908,2.432007e-02,1.076581e+02,1.129883e-03,4.510850e-04,3007216.695,4.200000e-04,8.31,710.99
84,5.249423e-02,1.776600e+02,2.256293e-03,2.433061e-03,2971940.004,1.995257e-02,9.285344e+01,8.142459e-04,5.049532e-04,2966113.055,4.250000e-04,8.60,719.60
85,5.582042e-02,1.458505e+02,2.693174e-03,2.860726e-03,2969031.357,9.222905e-02,2.931676e+02,2.700063e-03,7.182333e-03,3237220.289,4.300000e-04,8.35,727.95
86,4.294366e-02,1.421172e+02,1.992363e-03,1.761664e-03,2976743.115,2.975682e-02,1.238765e+02,8.372646e-04,1.799305e-03,2916553.688,4.350000e-04,8.49,736.45
87,4.118690e-02,1.405503e+02,1.972280e-03,1.481816e-03,2976388.346,3.456495e-02,9.704945e+01,1.893117e-03,1.185766e-03,2950404.766,4.400000e-04,8.47,744.92
88,3.902265e-02,1.069720e+02,1.841454e-03,1.982180e-03,2978819.410,1.802085e-02,7.658892e+01,8.105128e-04,4.513658e-04,2997761.438,4.450000e-04,8.63,753.59
89,4.306001e-02,1.048882e+02,1.985527e-03,2.543184e-03,2977615.043,4.530433e-02,8.932581e+01,1.786698e-03,3.700954e-03,2831704.734,4.500000e-04,8.66,762.25
90,4.099947e-02,1.224967e+02,1.924184e-03,1.901592e-03,2976081.852,3.957545e-02,1.028834e+02,2.319678e-03,1.218066e-03,3074176.812,4.550000e-04,8.43,770.68
91,4.397898e-02,1.236793e+02,2.130439e-03,2.061332e-03,2975643.121,4.851740e-02,8.453840e+01,8.687566e-04,6.275199e-03,2795156.375,4.600000e-04,8.39,779.07
92,4.081014e-02,1.176910e+02,1.924710e-03,1.958790e-03,2979405.254,8.104572e-02,8.584056e+01,3.596658e-03,7.299017e-03,2781986.445,4.650000e-04,8.76,787.83
93,3.816358e-02,1.031870e+02,1.890625e-03,1.787727e-03,2977054.842,2.421271e-02,9.135812e+01,9.570230e-04,1.101333e-03,2924920.234,4.700000e-04,8.65,796.48
94,4.295514e-02,8.766190e+01,2.218256e-03,2.401278e-03,2978217.951,3.658663e-02,1.324887e+02,1.130445e-03,2.406661e-03,2863461.742,4.750000e-04,8.47,804.95
95,3.877372e-02,1.041765e+02,1.849562e-03,1.972091e-03,2979531.584,6.791487e-02,1.014720e+02,1.872255e-03,7.809024e-03,2741561.578,4.800000e-04,8.73,813.68
96,4.075337e-02,9.280401e+01,2.124212e-03,2.046170e-03,2976226.404,2.860422e-02,9.379314e+01,1.600132e-03,6.447176e-04,2946410.914,4.850000e-04,8.48,822.16
97,3.682922e-02,9.150490e+01,1.865796e-03,1.804155e-03,2979882.453,3.827931e-02,9.079252e+01,2.724396e-03,3.912211e-04,3038075.000,4.900000e-04,8.39,830.55
98,4.108768e-02,9.002551e+01,2.148108e-03,2.120811e-03,2978208.512,2.916292e-02,1.168547e+02,1.291494e-03,9.125020e-04,2991474.148,4.950000e-04,8.31,838.86
99,3.472847e-02,9.200187e+01,1.739580e-03,1.626496e-03,2980739.604,3.384257e-02,1.302502e+02,1.025812e-03,2.111887e-03,3025915.930,5.000000e-04,8.56,847.42
100,3.851251e-02,9.600466e+01,1.982812e-03,1.816785e-03,2980315.289,7.251167e-02,1.080084e+02,4.669637e-03,3.002892e-03,2873823.828,5.000000e-04,8.32,855.75
101,3.638649e-02,9.056072e+01,1.751149e-03,1.963784e-03,2979486.887,2.373225e-02,6.273731e+01,7.591916e-04,1.973321e-03,2877251.781,5.000000e-04,8.28,864.03
102,3.479918e-02,8.016042e+01,1.877406e-03,1.601815e-03,2981307.098,2.731259e-02,7.574226e+01,1.696404e-03,5.548652e-04,2989770.258,5.000000e-04,8.82,872.86
103,3.692631e-02,9.168035e+01,1.697583e-03,2.156489e-03,2981715.676,3.315554e-02,7.001296e+01,1.058086e-03,3.114676e-03,2845634.914,5.000000e-04,8.58,881.43
104,3.817456e-02,8.469575e+01,1.950894e-03,2.039210e-03,2979195.461,4.581126e-02,8.146554e+01,3.236344e-03,1.060253e-03,3070852.742,5.000000e-04,8.57,890.00
105,3.601692e-02,9.150644e+01,1.986527e-03,1.400201e-03,2980135.277,2.308194e-02,7.406297e+01,7.203864e-04,1.694356e-03,2889687.609,5.000000e-04,8.48,898.49
106,3.403413e-02,8.197726e+01,1.584223e-03,1.998835e-03,2980457.121,3.862257e-02,8.139815e+01,1.336179e-03,3.424194e-03,2831105.766,5.000000e-04,8.56,907.06
107,3.102873e-02,9.393051e+01,1.347759e-03,1.631617e-03,2983244.625,6.080388e-02,8.708464e+01,1.439729e-03,7.539625e-03,2760314.023,5.000000e-04,8.48,915.54
108,3.390341e-02,7.747876e+01,1.697225e-03,1.836656e-03,2981690.688,3.462408e-02,7.119049e+01,2.233534e-03,1.033940e-03,2951366.867,5.000000e-04,8.62,924.15
